Kommunenummer	Stadnamn	Prioritet	Stadtype nynorsk	Stadtype bokm�l	Stadtype engelsk	Kommune	Fylke	Lat	Lon	HÃ¸gd	Nynorsk	BokmÃ¥l	Engelsk	
1428	Herland	99	Grend	Grend	Village	Askvoll	Sogn og Fjordane	61.35235	4.89116		http://www.yr.no/stad/Noreg/Sogn_og_Fjordane/Askvoll/Herland/varsel.xml	http://www.yr.no/sted/Norge/Sogn_og_Fjordane/Askvoll/Herland/varsel.xml	http://www.yr.no/place/Norway/Sogn_og_Fjordane/Askvoll/Herland/forecast.xml	
1428	AtlÃ¸yna	50	Ã˜y i sjÃ¸	Ã˜y i sjÃ¸	Island in sea	Askvoll	Sogn og Fjordane	61.34547	4.94191		http://www.yr.no/stad/Noreg/Sogn_og_Fjordane/Askvoll/AtlÃ¸yna/varsel.xml	http://www.yr.no/sted/Norge/Sogn_og_Fjordane/Askvoll/AtlÃ¸yna/varsel.xml	http://www.yr.no/place/Norway/Sogn_og_Fjordane/Askvoll/AtlÃ¸yna/forecast.xml	
1428	Askvoll	99	Tettstad	Tettsted	Small town	Askvoll	Sogn og Fjordane	61.34630	5.07040		http://www.yr.no/stad/Noreg/Sogn_og_Fjordane/Askvoll/Askvoll~147066/varsel.xml	http://www.yr.no/sted/Norge/Sogn_og_Fjordane/Askvoll/Askvoll~147066/varsel.xml	http://www.yr.no/place/Norway/Sogn_og_Fjordane/Askvoll/Askvoll~147066/forecast.xml	
1428	Askvoll	99	Kyrkje	Kirke	Church	Askvoll	Sogn og Fjordane	61.34812	5.06995		http://www.yr.no/stad/Noreg/Sogn_og_Fjordane/Askvoll/Askvoll~147067/varsel.xml	http://www.yr.no/sted/Norge/Sogn_og_Fjordane/Askvoll/Askvoll~147067/varsel.xml	http://www.yr.no/place/Norway/Sogn_og_Fjordane/Askvoll/Askvoll~147067/forecast.xml	
1428	Hamnen	99	Grend	Grend	Village	Askvoll	Sogn og Fjordane	61.31390	4.73190		http://www.yr.no/stad/Noreg/Sogn_og_Fjordane/Askvoll/Hamnen/varsel.xml	http://www.yr.no/sted/Norge/Sogn_og_Fjordane/Askvoll/Hamnen/varsel.xml	http://www.yr.no/place/Norway/Sogn_og_Fjordane/Askvoll/Hamnen/forecast.xml	
1428	Vilnes	99	Kyrkje	Kirke	Church	Askvoll	Sogn og Fjordane	61.31873	4.96239		http://www.yr.no/stad/Noreg/Sogn_og_Fjordane/Askvoll/Vilnes/varsel.xml	http://www.yr.no/sted/Norge/Sogn_og_Fjordane/Askvoll/Vilnes/varsel.xml	http://www.yr.no/place/Norway/Sogn_og_Fjordane/Askvoll/Vilnes/forecast.xml	
1429	Korssundet	50	Gardsbruk	GÃ¥rdsbruk	Farm	Fjaler	Sogn og Fjordane	61.25420	4.99467		http://www.yr.no/stad/Noreg/Sogn_og_Fjordane/Fjaler/Korssundet/varsel.xml	http://www.yr.no/sted/Norge/Sogn_og_Fjordane/Fjaler/Korssundet/varsel.xml	http://www.yr.no/place/Norway/Sogn_og_Fjordane/Fjaler/Korssundet/forecast.xml	
1433	Vevring	60	Kyrkje	Kirke	Church	Naustdal	Sogn og Fjordane	61.49157	5.39568		http://www.yr.no/stad/Noreg/Sogn_og_Fjordane/Naustdal/Vevring/varsel.xml	http://www.yr.no/sted/Norge/Sogn_og_Fjordane/Naustdal/Vevring/varsel.xml	http://www.yr.no/place/Norway/Sogn_og_Fjordane/Naustdal/Vevring/forecast.xml	
1428	Kvammen	99	Kyrkje	Kirke	Church	Askvoll	Sogn og Fjordane	61.46068	5.42273		http://www.yr.no/stad/Noreg/Sogn_og_Fjordane/Askvoll/Kvammen/varsel.xml	http://www.yr.no/sted/Norge/Sogn_og_Fjordane/Askvoll/Kvammen/varsel.xml	http://www.yr.no/place/Norway/Sogn_og_Fjordane/Askvoll/Kvammen/forecast.xml	
1428	Stongfjorden	99	Grend	Grend	Village	Askvoll	Sogn og Fjordane	61.42887	5.17070		http://www.yr.no/stad/Noreg/Sogn_og_Fjordane/Askvoll/Stongfjorden/varsel.xml	http://www.yr.no/sted/Norge/Sogn_og_Fjordane/Askvoll/Stongfjorden/varsel.xml	http://www.yr.no/place/Norway/Sogn_og_Fjordane/Askvoll/Stongfjorden/forecast.xml	
1428	Holmedal	99	Bygd	Bygd	Village area	Askvoll	Sogn og Fjordane	61.35884	5.18449		http://www.yr.no/stad/Noreg/Sogn_og_Fjordane/Askvoll/Holmedal/varsel.xml	http://www.yr.no/sted/Norge/Sogn_og_Fjordane/Askvoll/Holmedal/varsel.xml	http://www.yr.no/place/Norway/Sogn_og_Fjordane/Askvoll/Holmedal/forecast.xml	
1428	Holmedal	99	Kyrkje	Kirke	Church	Askvoll	Sogn og Fjordane	61.35875	5.18840		http://www.yr.no/stad/Noreg/Sogn_og_Fjordane/Askvoll/Holmedal~147919/varsel.xml	http://www.yr.no/sted/Norge/Sogn_og_Fjordane/Askvoll/Holmedal~147919/varsel.xml	http://www.yr.no/place/Norway/Sogn_og_Fjordane/Askvoll/Holmedal~147919/forecast.xml	
1429	Dale	99	Kyrkje	Kirke	Church	Fjaler	Sogn og Fjordane	61.36230	5.39699		http://www.yr.no/stad/Noreg/Sogn_og_Fjordane/Fjaler/Dale~147944/varsel.xml	http://www.yr.no/sted/Norge/Sogn_og_Fjordane/Fjaler/Dale~147944/varsel.xml	http://www.yr.no/place/Norway/Sogn_og_Fjordane/Fjaler/Dale~147944/forecast.xml	
1429	Dale	99	Tettstad	Tettsted	Small town	Fjaler	Sogn og Fjordane	61.36311	5.39809		http://www.yr.no/stad/Noreg/Sogn_og_Fjordane/Fjaler/Dale/varsel.xml	http://www.yr.no/sted/Norge/Sogn_og_Fjordane/Fjaler/Dale/varsel.xml	http://www.yr.no/place/Norway/Sogn_og_Fjordane/Fjaler/Dale/forecast.xml	
1429	Straumsneset	50	Nes i sjÃ¸	Nes i sjÃ¸	Small peninsula	Fjaler	Sogn og Fjordane	61.34506	5.20062		http://www.yr.no/stad/Noreg/Sogn_og_Fjordane/Fjaler/Straumsneset/varsel.xml	http://www.yr.no/sted/Norge/Sogn_og_Fjordane/Fjaler/Straumsneset/varsel.xml	http://www.yr.no/place/Norway/Sogn_og_Fjordane/Fjaler/Straumsneset/forecast.xml	
1428	Helle	99	Bygd	Bygd	Village area	Askvoll	Sogn og Fjordane	61.33059	5.13242		http://www.yr.no/stad/Noreg/Sogn_og_Fjordane/Askvoll/Helle/varsel.xml	http://www.yr.no/sted/Norge/Sogn_og_Fjordane/Askvoll/Helle/varsel.xml	http://www.yr.no/place/Norway/Sogn_og_Fjordane/Askvoll/Helle/forecast.xml	
1429	Ã…snes	99	Bygd	Bygd	Village area	Fjaler	Sogn og Fjordane	61.33417	5.19972		http://www.yr.no/stad/Noreg/Sogn_og_Fjordane/Fjaler/Ã…snes/varsel.xml	http://www.yr.no/sted/Norge/Sogn_og_Fjordane/Fjaler/Ã…snes/varsel.xml	http://www.yr.no/place/Norway/Sogn_og_Fjordane/Fjaler/Ã…snes/forecast.xml	
1429	Flekke	50	Bygd	Bygd	Village area	Fjaler	Sogn og Fjordane	61.31751	5.36189		http://www.yr.no/stad/Noreg/Sogn_og_Fjordane/Fjaler/Flekke/varsel.xml	http://www.yr.no/sted/Norge/Sogn_og_Fjordane/Fjaler/Flekke/varsel.xml	http://www.yr.no/place/Norway/Sogn_og_Fjordane/Fjaler/Flekke/forecast.xml	
1429	GjÃ¸langer	99	Grend	Grend	Village	Fjaler	Sogn og Fjordane	61.30571	5.23107		http://www.yr.no/stad/Noreg/Sogn_og_Fjordane/Fjaler/GjÃ¸langer/varsel.xml	http://www.yr.no/sted/Norge/Sogn_og_Fjordane/Fjaler/GjÃ¸langer/varsel.xml	http://www.yr.no/place/Norway/Sogn_og_Fjordane/Fjaler/GjÃ¸langer/forecast.xml	
1433	Redalsgrend	99	Bygd	Bygd	Village area	Naustdal	Sogn og Fjordane	61.49094	5.50465		http://www.yr.no/stad/Noreg/Sogn_og_Fjordane/Naustdal/Redalsgrend/varsel.xml	http://www.yr.no/sted/Norge/Sogn_og_Fjordane/Naustdal/Redalsgrend/varsel.xml	http://www.yr.no/place/Norway/Sogn_og_Fjordane/Naustdal/Redalsgrend/forecast.xml	
1433	Frammarsvik	99	Grend	Grend	Village	Naustdal	Sogn og Fjordane	61.48334	5.62521		http://www.yr.no/stad/Noreg/Sogn_og_Fjordane/Naustdal/Frammarsvik/varsel.xml	http://www.yr.no/sted/Norge/Sogn_og_Fjordane/Naustdal/Frammarsvik/varsel.xml	http://www.yr.no/place/Norway/Sogn_og_Fjordane/Naustdal/Frammarsvik/forecast.xml	
1432	FÃ¸rde	99	By	By	City - large town	FÃ¸rde	Sogn og Fjordane	61.45217	5.85717		http://www.yr.no/stad/Noreg/Sogn_og_Fjordane/FÃ¸rde/FÃ¸rde/varsel.xml	http://www.yr.no/sted/Norge/Sogn_og_Fjordane/FÃ¸rde/FÃ¸rde/varsel.xml	http://www.yr.no/place/Norway/Sogn_og_Fjordane/FÃ¸rde/FÃ¸rde/forecast.xml	
1430	FÃ¸rde lufthamn, Bringeland	99	Flyplass	Flyplass	Airport	Gaular	Sogn og Fjordane	61.39205	5.76360		http://www.yr.no/stad/Noreg/Sogn_og_Fjordane/Gaular/FÃ¸rde_lufthamn,_Bringeland/varsel.xml	http://www.yr.no/sted/Norge/Sogn_og_Fjordane/Gaular/FÃ¸rde_lufthamn,_Bringeland/varsel.xml	http://www.yr.no/place/Norway/Sogn_og_Fjordane/Gaular/FÃ¸rde_lufthamn,_Bringeland/forecast.xml	
1430	Bygstad	99	Tettstad	Tettsted	Small town	Gaular	Sogn og Fjordane	61.37491	5.64170		http://www.yr.no/stad/Noreg/Sogn_og_Fjordane/Gaular/Bygstad/varsel.xml	http://www.yr.no/sted/Norge/Sogn_og_Fjordane/Gaular/Bygstad/varsel.xml	http://www.yr.no/place/Norway/Sogn_og_Fjordane/Gaular/Bygstad/forecast.xml	
1430	Bygstad	99	Kyrkje	Kirke	Church	Gaular	Sogn og Fjordane	61.38037	5.66461		http://www.yr.no/stad/Noreg/Sogn_og_Fjordane/Gaular/Bygstad~149388/varsel.xml	http://www.yr.no/sted/Norge/Sogn_og_Fjordane/Gaular/Bygstad~149388/varsel.xml	http://www.yr.no/place/Norway/Sogn_og_Fjordane/Gaular/Bygstad~149388/forecast.xml	
1430	Skilbrei	50	Gardsbruk	GÃ¥rdsbruk	Farm	Gaular	Sogn og Fjordane	61.38143	5.81804		http://www.yr.no/stad/Noreg/Sogn_og_Fjordane/Gaular/Skilbrei/varsel.xml	http://www.yr.no/sted/Norge/Sogn_og_Fjordane/Gaular/Skilbrei/varsel.xml	http://www.yr.no/place/Norway/Sogn_og_Fjordane/Gaular/Skilbrei/forecast.xml	
1430	Sygna	99	Bygd	Bygd	Village area	Gaular	Sogn og Fjordane	61.34776	5.72080		http://www.yr.no/stad/Noreg/Sogn_og_Fjordane/Gaular/Sygna/varsel.xml	http://www.yr.no/sted/Norge/Sogn_og_Fjordane/Gaular/Sygna/varsel.xml	http://www.yr.no/place/Norway/Sogn_og_Fjordane/Gaular/Sygna/forecast.xml	
1430	Sande kirke	99	Kyrkje	Kirke	Church	Gaular	Sogn og Fjordane	61.32700	5.79334		http://www.yr.no/stad/Noreg/Sogn_og_Fjordane/Gaular/Sande_kirke/varsel.xml	http://www.yr.no/sted/Norge/Sogn_og_Fjordane/Gaular/Sande_kirke/varsel.xml	http://www.yr.no/place/Norway/Sogn_og_Fjordane/Gaular/Sande_kirke/forecast.xml	
1430	Sande	99	Kyrkje	Kirke	Church	Gaular	Sogn og Fjordane	61.32706	5.79358		http://www.yr.no/stad/Noreg/Sogn_og_Fjordane/Gaular/Sande~149715/varsel.xml	http://www.yr.no/sted/Norge/Sogn_og_Fjordane/Gaular/Sande~149715/varsel.xml	http://www.yr.no/place/Norway/Sogn_og_Fjordane/Gaular/Sande~149715/forecast.xml	
1430	Sande	30	Tettstad	Tettsted	Small town	Gaular	Sogn og Fjordane	61.32511	5.79773		http://www.yr.no/stad/Noreg/Sogn_og_Fjordane/Gaular/Sande/varsel.xml	http://www.yr.no/sted/Norge/Sogn_og_Fjordane/Gaular/Sande/varsel.xml	http://www.yr.no/place/Norway/Sogn_og_Fjordane/Gaular/Sande/forecast.xml	
1431	Vassenden	99	Bygd	Bygd	Village area	JÃ¸lster	Sogn og Fjordane	61.49298	6.11093		http://www.yr.no/stad/Noreg/Sogn_og_Fjordane/JÃ¸lster/Vassenden/varsel.xml	http://www.yr.no/sted/Norge/Sogn_og_Fjordane/JÃ¸lster/Vassenden/varsel.xml	http://www.yr.no/place/Norway/Sogn_og_Fjordane/JÃ¸lster/Vassenden/forecast.xml	
1431	Langhaugane	99	Grend	Grend	Village	JÃ¸lster	Sogn og Fjordane	61.48090	6.06252	185	http://www.yr.no/stad/Noreg/Sogn_og_Fjordane/JÃ¸lster/Langhaugane/varsel.xml	http://www.yr.no/sted/Norge/Sogn_og_Fjordane/JÃ¸lster/Langhaugane/varsel.xml	http://www.yr.no/place/Norway/Sogn_og_Fjordane/JÃ¸lster/Langhaugane/forecast.xml	
1432	FÃ¸rde	99	Kyrkje	Kirke	Church	FÃ¸rde	Sogn og Fjordane	61.45576	5.86262		http://www.yr.no/stad/Noreg/Sogn_og_Fjordane/FÃ¸rde/FÃ¸rde~150147/varsel.xml	http://www.yr.no/sted/Norge/Sogn_og_Fjordane/FÃ¸rde/FÃ¸rde~150147/varsel.xml	http://www.yr.no/place/Norway/Sogn_og_Fjordane/FÃ¸rde/FÃ¸rde~150147/forecast.xml	
1432	Havstad	99	Bygd	Bygd	Village area	FÃ¸rde	Sogn og Fjordane	61.44743	5.88474		http://www.yr.no/stad/Noreg/Sogn_og_Fjordane/FÃ¸rde/Havstad/varsel.xml	http://www.yr.no/sted/Norge/Sogn_og_Fjordane/FÃ¸rde/Havstad/varsel.xml	http://www.yr.no/place/Norway/Sogn_og_Fjordane/FÃ¸rde/Havstad/forecast.xml	
1432	Bruland	99	Bygd	Bygd	Village area	FÃ¸rde	Sogn og Fjordane	61.43665	5.89780		http://www.yr.no/stad/Noreg/Sogn_og_Fjordane/FÃ¸rde/Bruland/varsel.xml	http://www.yr.no/sted/Norge/Sogn_og_Fjordane/FÃ¸rde/Bruland/varsel.xml	http://www.yr.no/place/Norway/Sogn_og_Fjordane/FÃ¸rde/Bruland/forecast.xml	
1432	Holsen	99	Bygd	Bygd	Village area	FÃ¸rde	Sogn og Fjordane	61.41810	6.15874		http://www.yr.no/stad/Noreg/Sogn_og_Fjordane/FÃ¸rde/Holsen/varsel.xml	http://www.yr.no/sted/Norge/Sogn_og_Fjordane/FÃ¸rde/Holsen/varsel.xml	http://www.yr.no/place/Norway/Sogn_og_Fjordane/FÃ¸rde/Holsen/forecast.xml	
1432	Holsen	99	Kyrkje	Kirke	Church	FÃ¸rde	Sogn og Fjordane	61.41870	6.15399		http://www.yr.no/stad/Noreg/Sogn_og_Fjordane/FÃ¸rde/Holsen~150290/varsel.xml	http://www.yr.no/sted/Norge/Sogn_og_Fjordane/FÃ¸rde/Holsen~150290/varsel.xml	http://www.yr.no/place/Norway/Sogn_og_Fjordane/FÃ¸rde/Holsen~150290/forecast.xml	
1430	Vik	99	Kyrkje	Kirke	Church	Gaular	Sogn og Fjordane	61.35112	6.11599		http://www.yr.no/stad/Noreg/Sogn_og_Fjordane/Gaular/Vik~150473/varsel.xml	http://www.yr.no/sted/Norge/Sogn_og_Fjordane/Gaular/Vik~150473/varsel.xml	http://www.yr.no/place/Norway/Sogn_og_Fjordane/Gaular/Vik~150473/forecast.xml	
1430	Vik	99	Bygd	Bygd	Village area	Gaular	Sogn og Fjordane	61.35107	6.11917		http://www.yr.no/stad/Noreg/Sogn_og_Fjordane/Gaular/Vik/varsel.xml	http://www.yr.no/sted/Norge/Sogn_og_Fjordane/Gaular/Vik/varsel.xml	http://www.yr.no/place/Norway/Sogn_og_Fjordane/Gaular/Vik/forecast.xml	
1430	Hestad	99	Kyrkje	Kirke	Church	Gaular	Sogn og Fjordane	61.32918	5.93633		http://www.yr.no/stad/Noreg/Sogn_og_Fjordane/Gaular/Hestad/varsel.xml	http://www.yr.no/sted/Norge/Sogn_og_Fjordane/Gaular/Hestad/varsel.xml	http://www.yr.no/place/Norway/Sogn_og_Fjordane/Gaular/Hestad/forecast.xml	
1430	Viksdalen	50	Dal	Dal	Valley	Gaular	Sogn og Fjordane	61.33803	6.07985		http://www.yr.no/stad/Noreg/Sogn_og_Fjordane/Gaular/Viksdalen/varsel.xml	http://www.yr.no/sted/Norge/Sogn_og_Fjordane/Gaular/Viksdalen/varsel.xml	http://www.yr.no/place/Norway/Sogn_og_Fjordane/Gaular/Viksdalen/forecast.xml	
1432	Haukedalen	50	Bygd	Bygd	Village area	FÃ¸rde	Sogn og Fjordane	61.42110	6.37711		http://www.yr.no/stad/Noreg/Sogn_og_Fjordane/FÃ¸rde/Haukedalen/varsel.xml	http://www.yr.no/sted/Norge/Sogn_og_Fjordane/FÃ¸rde/Haukedalen/varsel.xml	http://www.yr.no/place/Norway/Sogn_og_Fjordane/FÃ¸rde/Haukedalen/forecast.xml	
1418	NystÃ¸len	60	Fritidshus - hytte	Fritidshus - hytte	Holiday house	Balestrand	Sogn og Fjordane	61.34400	6.46671		http://www.yr.no/stad/Noreg/Sogn_og_Fjordane/Balestrand/NystÃ¸len/varsel.xml	http://www.yr.no/sted/Norge/Sogn_og_Fjordane/Balestrand/NystÃ¸len/varsel.xml	http://www.yr.no/place/Norway/Sogn_og_Fjordane/Balestrand/NystÃ¸len/forecast.xml	
1418	Vetlefjorden	99	Bygd	Bygd	Village area	Balestrand	Sogn og Fjordane	61.30077	6.56388		http://www.yr.no/stad/Noreg/Sogn_og_Fjordane/Balestrand/Vetlefjorden/varsel.xml	http://www.yr.no/sted/Norge/Sogn_og_Fjordane/Balestrand/Vetlefjorden/varsel.xml	http://www.yr.no/place/Norway/Sogn_og_Fjordane/Balestrand/Vetlefjorden/forecast.xml	
1418	Ulvastad	60	Gardsbruk	GÃ¥rdsbruk	Farm	Balestrand	Sogn og Fjordane	61.30065	6.56497		http://www.yr.no/stad/Noreg/Sogn_og_Fjordane/Balestrand/Ulvastad/varsel.xml	http://www.yr.no/sted/Norge/Sogn_og_Fjordane/Balestrand/Ulvastad/varsel.xml	http://www.yr.no/place/Norway/Sogn_og_Fjordane/Balestrand/Ulvastad/forecast.xml	
1418	SvÃ¦ren	99	Grend	Grend	Village	Balestrand	Sogn og Fjordane	61.27952	6.49916		http://www.yr.no/stad/Noreg/Sogn_og_Fjordane/Balestrand/SvÃ¦ren/varsel.xml	http://www.yr.no/sted/Norge/Sogn_og_Fjordane/Balestrand/SvÃ¦ren/varsel.xml	http://www.yr.no/place/Norway/Sogn_og_Fjordane/Balestrand/SvÃ¦ren/forecast.xml	
1418	Farnes	99	Grend	Grend	Village	Balestrand	Sogn og Fjordane	61.25614	6.54010		http://www.yr.no/stad/Noreg/Sogn_og_Fjordane/Balestrand/Farnes/varsel.xml	http://www.yr.no/sted/Norge/Sogn_og_Fjordane/Balestrand/Farnes/varsel.xml	http://www.yr.no/place/Norway/Sogn_og_Fjordane/Balestrand/Farnes/forecast.xml	
1418	SvÃ¦rafjorden	99	Bygd	Bygd	Village area	Balestrand	Sogn og Fjordane	61.26109	6.53820		http://www.yr.no/stad/Noreg/Sogn_og_Fjordane/Balestrand/SvÃ¦rafjorden/varsel.xml	http://www.yr.no/sted/Norge/Sogn_og_Fjordane/Balestrand/SvÃ¦rafjorden/varsel.xml	http://www.yr.no/place/Norway/Sogn_og_Fjordane/Balestrand/SvÃ¦rafjorden/forecast.xml	
1420	Brevasshytta	99	Turisthytte	Turisthytte	Hut	Sogndal	Sogn og Fjordane	61.48277	6.75135		http://www.yr.no/stad/Noreg/Sogn_og_Fjordane/Sogndal/Brevasshytta/varsel.xml	http://www.yr.no/sted/Norge/Sogn_og_Fjordane/Sogndal/Brevasshytta/varsel.xml	http://www.yr.no/place/Norway/Sogn_og_Fjordane/Sogndal/Brevasshytta/forecast.xml	
1420	Flatbrehytta	99	Turisthytte	Turisthytte	Hut	Sogndal	Sogn og Fjordane	61.47390	6.79543	1000	http://www.yr.no/stad/Noreg/Sogn_og_Fjordane/Sogndal/Flatbrehytta/varsel.xml	http://www.yr.no/sted/Norge/Sogn_og_Fjordane/Sogndal/Flatbrehytta/varsel.xml	http://www.yr.no/place/Norway/Sogn_og_Fjordane/Sogndal/Flatbrehytta/forecast.xml	
1420	FjÃ¦rland	99	Kyrkje	Kirke	Church	Sogndal	Sogn og Fjordane	61.40351	6.73923		http://www.yr.no/stad/Noreg/Sogn_og_Fjordane/Sogndal/FjÃ¦rland~151394/varsel.xml	http://www.yr.no/sted/Norge/Sogn_og_Fjordane/Sogndal/FjÃ¦rland~151394/varsel.xml	http://www.yr.no/place/Norway/Sogn_og_Fjordane/Sogndal/FjÃ¦rland~151394/forecast.xml	
1426	Veitastrond	99	Bygd	Bygd	Village area	Luster	Sogn og Fjordane	61.47266	7.04391		http://www.yr.no/stad/Noreg/Sogn_og_Fjordane/Luster/Veitastrond/varsel.xml	http://www.yr.no/sted/Norge/Sogn_og_Fjordane/Luster/Veitastrond/varsel.xml	http://www.yr.no/place/Norway/Sogn_og_Fjordane/Luster/Veitastrond/forecast.xml	
1426	Gaupne	99	Tettstad	Tettsted	Small town	Luster	Sogn og Fjordane	61.40831	7.28559		http://www.yr.no/stad/Noreg/Sogn_og_Fjordane/Luster/Gaupne/varsel.xml	http://www.yr.no/sted/Norge/Sogn_og_Fjordane/Luster/Gaupne/varsel.xml	http://www.yr.no/place/Norway/Sogn_og_Fjordane/Luster/Gaupne/forecast.xml	
1426	Joranger	99	Kyrkje	Kirke	Church	Luster	Sogn og Fjordane	61.37815	7.28874		http://www.yr.no/stad/Noreg/Sogn_og_Fjordane/Luster/Joranger/varsel.xml	http://www.yr.no/sted/Norge/Sogn_og_Fjordane/Luster/Joranger/varsel.xml	http://www.yr.no/place/Norway/Sogn_og_Fjordane/Luster/Joranger/forecast.xml	
1426	MarifjÃ¸ra	99	Tettbebyggelse	Tettbebyggelse	Settlement	Luster	Sogn og Fjordane	61.38211	7.30343		http://www.yr.no/stad/Noreg/Sogn_og_Fjordane/Luster/MarifjÃ¸ra~152030/varsel.xml	http://www.yr.no/sted/Norge/Sogn_og_Fjordane/Luster/MarifjÃ¸ra~152030/varsel.xml	http://www.yr.no/place/Norway/Sogn_og_Fjordane/Luster/MarifjÃ¸ra~152030/forecast.xml	
1426	Hafslo, indre	99	Bygd	Bygd	Village area	Luster	Sogn og Fjordane	61.36352	7.26554		http://www.yr.no/stad/Noreg/Sogn_og_Fjordane/Luster/Hafslo,_indre/varsel.xml	http://www.yr.no/sted/Norge/Sogn_og_Fjordane/Luster/Hafslo,_indre/varsel.xml	http://www.yr.no/place/Norway/Sogn_og_Fjordane/Luster/Hafslo,_indre/forecast.xml	
1426	Fet	99	Kyrkje	Kirke	Church	Luster	Sogn og Fjordane	61.36201	7.26156		http://www.yr.no/stad/Noreg/Sogn_og_Fjordane/Luster/Fet/varsel.xml	http://www.yr.no/sted/Norge/Sogn_og_Fjordane/Luster/Fet/varsel.xml	http://www.yr.no/place/Norway/Sogn_og_Fjordane/Luster/Fet/forecast.xml	
1426	Hafslo	60	Kyrkje	Kirke	Church	Luster	Sogn og Fjordane	61.31091	7.18560		http://www.yr.no/stad/Noreg/Sogn_og_Fjordane/Luster/Hafslo~152269/varsel.xml	http://www.yr.no/sted/Norge/Sogn_og_Fjordane/Luster/Hafslo~152269/varsel.xml	http://www.yr.no/place/Norway/Sogn_og_Fjordane/Luster/Hafslo~152269/forecast.xml	
1426	Solvorn	99	Kyrkje	Kirke	Church	Luster	Sogn og Fjordane	61.30051	7.23752		http://www.yr.no/stad/Noreg/Sogn_og_Fjordane/Luster/Solvorn~152299/varsel.xml	http://www.yr.no/sted/Norge/Sogn_og_Fjordane/Luster/Solvorn~152299/varsel.xml	http://www.yr.no/place/Norway/Sogn_og_Fjordane/Luster/Solvorn~152299/forecast.xml	
1426	Solvorn	99	Tettstad	Tettsted	Small town	Luster	Sogn og Fjordane	61.30094	7.24548		http://www.yr.no/stad/Noreg/Sogn_og_Fjordane/Luster/Solvorn/varsel.xml	http://www.yr.no/sted/Norge/Sogn_og_Fjordane/Luster/Solvorn/varsel.xml	http://www.yr.no/place/Norway/Sogn_og_Fjordane/Luster/Solvorn/forecast.xml	
1426	Urnes stavkyrkje	99	Kyrkje	Kirke	Church	Luster	Sogn og Fjordane	61.29820	7.32308		http://www.yr.no/stad/Noreg/Sogn_og_Fjordane/Luster/Urnes_stavkyrkje/varsel.xml	http://www.yr.no/sted/Norge/Sogn_og_Fjordane/Luster/Urnes_stavkyrkje/varsel.xml	http://www.yr.no/place/Norway/Sogn_og_Fjordane/Luster/Urnes_stavkyrkje/forecast.xml	
1426	Skjolden	99	Tettstad	Tettsted	Small town	Luster	Sogn og Fjordane	61.49052	7.60057		http://www.yr.no/stad/Noreg/Sogn_og_Fjordane/Luster/Skjolden/varsel.xml	http://www.yr.no/sted/Norge/Sogn_og_Fjordane/Luster/Skjolden/varsel.xml	http://www.yr.no/place/Norway/Sogn_og_Fjordane/Luster/Skjolden/forecast.xml	
1426	Fortun	99	Kyrkje	Kirke	Church	Luster	Sogn og Fjordane	61.49316	7.68663		http://www.yr.no/stad/Noreg/Sogn_og_Fjordane/Luster/Fortun~152501/varsel.xml	http://www.yr.no/sted/Norge/Sogn_og_Fjordane/Luster/Fortun~152501/varsel.xml	http://www.yr.no/place/Norway/Sogn_og_Fjordane/Luster/Fortun~152501/forecast.xml	
1426	Fortun	99	Bygd	Bygd	Village area	Luster	Sogn og Fjordane	61.49502	7.68870		http://www.yr.no/stad/Noreg/Sogn_og_Fjordane/Luster/Fortun/varsel.xml	http://www.yr.no/sted/Norge/Sogn_og_Fjordane/Luster/Fortun/varsel.xml	http://www.yr.no/place/Norway/Sogn_og_Fjordane/Luster/Fortun/forecast.xml	
1426	Dale	99	Kyrkje	Kirke	Church	Luster	Sogn og Fjordane	61.44127	7.45490		http://www.yr.no/stad/Noreg/Sogn_og_Fjordane/Luster/Dale~152588/varsel.xml	http://www.yr.no/sted/Norge/Sogn_og_Fjordane/Luster/Dale~152588/varsel.xml	http://www.yr.no/place/Norway/Sogn_og_Fjordane/Luster/Dale~152588/forecast.xml	
1426	Luster	99	Tettstad	Tettsted	Small town	Luster	Sogn og Fjordane	61.44481	7.45815		http://www.yr.no/stad/Noreg/Sogn_og_Fjordane/Luster/Luster~152592/varsel.xml	http://www.yr.no/sted/Norge/Sogn_og_Fjordane/Luster/Luster~152592/varsel.xml	http://www.yr.no/place/Norway/Sogn_og_Fjordane/Luster/Luster~152592/forecast.xml	
1426	HÃ¸yheimsvik	99	Bygd	Bygd	Village area	Luster	Sogn og Fjordane	61.40031	7.39716		http://www.yr.no/stad/Noreg/Sogn_og_Fjordane/Luster/HÃ¸yheimsvik/varsel.xml	http://www.yr.no/sted/Norge/Sogn_og_Fjordane/Luster/HÃ¸yheimsvik/varsel.xml	http://www.yr.no/place/Norway/Sogn_og_Fjordane/Luster/HÃ¸yheimsvik/forecast.xml	
1426	Nes kyrkje	99	Kyrkje	Kirke	Church	Luster	Sogn og Fjordane	61.38691	7.36756		http://www.yr.no/stad/Noreg/Sogn_og_Fjordane/Luster/Nes_kyrkje/varsel.xml	http://www.yr.no/sted/Norge/Sogn_og_Fjordane/Luster/Nes_kyrkje/varsel.xml	http://www.yr.no/place/Norway/Sogn_og_Fjordane/Luster/Nes_kyrkje/forecast.xml	
